"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Appenzeller Zeitung (Switzerland) (1 sources)","Suisse","","Presse","Quotidien","Allemand","63368","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.tagblatt.ch/","FACS","29/10/2016",NA
"Applied Physiology, Nutrition, and Metabolism (1 sources)","Canada","Ontario","Presse","Mensuel ou bimensuel","Anglais","29749","Provides original research articles, reviews, and commentaries, focusing on the application of physiology, nutrition, and metabolism to the study of human health, physical activity, and fitness.","http://www.nrcresearchpress.com/journal/apnm","GAAEN","01/01/2015",NA
"Applied Radiology (1 sources)","États-Unis","New Jersey","Presse","Bimestriel ou trimestriel","Anglais","10856","A journal with reports on procedures utilizing MRI, CT, Ultrasound, X-Ray, A journal with reports on procedures utilizing MRI, CT, Ultrasound, X-Ray, Mammography, Nuclear Medicine.","http://www.appliedradiology.com/","QAABC","01/01/2005",NA
"Applied Semiotics / Sémiotique appliquée (1 sources)","Canada","Ontario","Presse","Semestriel","Français","39655","AS/SA is a journal devoted to literary semiotic research. Published at the Department of French of the University of Toronto, the review appears exclusively on the World Wide Web.","http://french.chass.utoronto.ca/as-sa/index2.html","GABAZ","01/02/2008",NA
"Applied Technologies and Innovations (1 sources)","République tchèque","","Presse","Irrégulier","Anglais","29750","Covers subjects related to applied sciences, such as physics, chemistry, biology, technology and engineering, electronics, science and education, and other non-economic and natural sciences domains.","https://academicpublishingplatforms.com/journal.php?journal=ATI","GAAEO","01/01/2015",NA
"Appraisal (1 sources)","Royaume-Uni","Midlands de l'Est","Presse","Semestriel","Anglais","29751","Covers all aspects of philosophy and the application of philosophical ideas to other areas of thought and practice.","http://britishpersonalistforum.org.uk/","GAAEP","01/03/2015",NA
"Appraisal Journal (1 sources)","États-Unis","Illinois","Presse","Bimestriel ou trimestriel","Anglais","29752","Provides perspectives of professors, practitioners, and acknowledged authorities on all areas of real estate appraisal including residential, commercial, industrial, and rural.","https://www.appraisalinstitute.org/publications/the-appraisal-journal/","GAAEQ","01/01/2015",NA
"APS - Diplomat Recorder (1 sources)","États-Unis","","Presse","Hebdomadaire","Anglais","1764","APS - Diplomat Recorder is a weekly newsletter in the field of news and society offering news and analysis about international politics.",NA,"GGL","03/01/2004",NA
"APS - Operations in Oil Diplomacy (1 sources)","États-Unis","","Presse","Mensuel ou bimensuel","Anglais","1763","APS - Operations in Oil Diplomacy is a monthly newsletter providing coverage and analysis of international politics.",NA,"GGK","26/01/2004",NA
"APS - Re-Drawing the Islamic Map (1 sources)","États-Unis","","Presse","Mensuel ou bimensuel","Anglais","1765","APS - Re-Drawing the Islamic Map is a monthly newsletter providing coverage and analysis of international politics.",NA,"GGM","23/02/2004",NA
"APS - Review Downstream Trends (web site ref.) (1 sources)","Chypre","","Presse","Irrégulier","Anglais","58674","Analysis on the energy and utilities industries",NA,"WAAHP","24/04/2024",NA
"APS - Review Gas Market Trends (1 sources)","États-Unis","","Presse","Hebdomadaire","Anglais","1609","APS Review Gas Market Trends is an international weekly periodical providing information and resources on petroleum, energy and mining industries.",NA,"GAN","05/01/2004",NA
"APS - Review Oil Market Trends (1 sources)","États-Unis","","Presse","Hebdomadaire","Anglais","1610","APS Review Oil Market Trends is an international weekly periodical providing information and resources on petroleum, energy and mining industries.",NA,"GAO","05/01/2004",NA
"Apuntes. Revista de estudios sobre patrimonio cultural (1 sources)","Colombie","","Presse","Annuel","Espagnol","33318","Una revista de carácter científico sobre temas relacionados con el patrimonio cultural.","http://revistas.javeriana.edu.co/index.php/revApuntesArq","GABAO","01/01/2004",NA
"AQ: Australian Quarterly (1 sources)","Australie","","Presse","Bimestriel ou trimestriel","Anglais","29753","Political science publication.","http://www.aips.net.au/aq-magazine/","GAAER","01/01/2016",NA
"Aquatic Mammals (1 sources)","États-Unis","Arizona","Presse","Bimestriel ou trimestriel","Anglais","47135","Covers all aspects of the science, conservation, care, and medicine of marine and aquatic mammals.","http://www.aquaticmammalsjournal.org/","GABAI","01/12/2017",NA
"Aqui! (site web réf.) (1 sources)","France","Nouvelle-Aquitaine","Presse","Irrégulier","Français","65754",NA,"https://aqui.fr/","WGADI","30/05/2024",NA
"Aquilon L' (Yellowknife, TNO) (1 sources)","Canada","Territoires du Nord-Ouest","Presse","Hebdomadaire","Français","4678","L'Aquilon is a French language weekly newspaper published in the Northwest Territories and covers the Northern news. It is distributed in the Northwest Territories and Nunavut. The newspaper prints 900 copies (2012).","https://www.radiotaiga.com/","VB","19/11/2010","19/11/2010"
"Arab Advisors Group (1 sources)","États-Unis","","Presse","Irrégulier","Anglais","29754","Provides information on the communications, media, technology and financial markets throughout the Arab World.",NA,"GAAES","01/03/2015",NA
"Arab Finance (1 sources)","Egypte","","Presse","En continu","Anglais","5908","Arab Finance offers online market news with a main focus on the Egyptian Market. It was formed to meet a growing demand for online trading, transparent financial information, and financial services in Egypt and the Arab world.","https://www.arabfinance.com/en/home","SARA","25/08/2011",NA
"Arab News (1 sources)","Arabie Saoudite","","Presse","Quotidien","Anglais","2856","Arab News is the First English Daily Newspaper in Saudi Arabia. It was founded in 1975.","http://www.arabnews.com/","NCAT","18/06/2008",NA
"Arab News (français) (1 sources)","Emirats Arabes Unis","","Presse","Quotidien","Français","64734","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.arabnews.fr/","FAZC","22/01/2024",NA
"Arab News Releases (1 sources)","Liban","","Presse","Quotidien","Anglais","63551","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.arabnewsreleases.com/","FAJW","09/08/2009",NA
"Arab News Service (1 sources)","Arabie Saoudite","","Presse","Irrégulier","Anglais","65545",NA,"https://www.arabnews.com/","AABI","21/04/2024",NA
"Arab Press Service - Diplomat Operations in Energy Diplomacy (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","29224",NA,NA,"GAAHK","09/01/2017",NA
"Arab Press Service - Strategic Balance in the Middle East (1 sources)","États-Unis","","Presse","Mensuel ou bimensuel","Anglais","1766","APS - Strategic Balance in the Middle East is a monthly newsletter providing coverage and analysis of international politics.",NA,"GGN","19/01/2004",NA
"Arab Times (Kuwait) (1 sources)","Koweït","","Presse","Quotidien","Anglais","9130","Established in February 1977, Arab Times is a newspaper published from Kuwait and focus on business, sports, entertainment, health and news around the world. This source requires a subscription.","http://www.arabtimesonline.com/","SARB","04/07/2022",NA
"Arab Times (Kuwait) (web site ref.) (1 sources)","Koweït","","Presse","Irrégulier","Anglais","44864","Established in February 1977, Arab Times is a newspaper published from Kuwait and focus on business, sports, entertainment, health and news around the world.","http://www.arabtimesonline.com/news/","WAAHE","24/04/2024",NA
"Arabian Business (web site ref.) (1 sources)","Emirats Arabes Unis","","Presse","Irrégulier","Anglais","44865","Arabian Business is a web site that covers all important economic news from the Middle East.","http://www.arabianbusiness.com/","WAAHF","24/04/2024",NA
"Arbor Age (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","29755","Reports on current news and provides analysis of ongoing developments in the urban tree care industry. Coverage includes new products and technologies, a calendar of arboriculture-related events, classifieds, and continuing education.",NA,"GAAET","22/03/2015",NA
"Archai (Universidade de Brasília) (1 sources)","Brésil","","Presse","Quadrimestriel","Portugais","29756",NA,"http://periodicos.unb.br/index.php/archai","GAAEU","01/01/2015",NA
"Archi Times (1 sources)","Pakistan","","Presse","Mensuel ou bimensuel","Anglais","8842","ARCHI TIMES is a monthly publication, which covers the current news, events and latest happenings in the field of architecture. ARCHI TIMES also promotes the architects by publishing their interviews every month.","https://www.architimesonline.com/site/architimes/","AARC","31/03/2012",NA
"Archipiélago (1 sources)","Mexique","","Presse","Bimestriel ou trimestriel","Espagnol","29757",NA,"http://www.revistas.unam.mx/index.php/archipielago","GAAEV","01/01/2015",NA
"Architecture + Interiors (A+i) (1 sources)","Pakistan","","Presse","Bimestriel ou trimestriel","Anglais","8843","ARCHITECTURE + INTERIORS (A+I) is an architectural magazine, which mainly covers the architectural projects. A+I focuses on architecture, design and interiors.","http://archpresspk.com/20th%20A+I%20issue.html","AARI","31/03/2012",NA
"Architectures à vivre (site web) (1 sources)","France","","Presse","En continu","Français","66110","Architectures à vivre is a magazine which publishes 6 times a year.","https://www.avivremagazine.fr/","AABQ","25/01/2024",NA
"Archive of Clinical Cases (1 sources)","Roumanie","","Presse","Bimestriel ou trimestriel","Anglais","29758","An open access, peer-reviewed online journal which aims to become a large collection of original case reports and short communications, covering all fields of Medicine.","http://www.clinicalcases.eu/index.php/acc","GAAEW","01/03/2015",NA
"Archives of Clinical Psychiatry (1 sources)","Brésil","","Presse","Bimestriel ou trimestriel","Portugais","29759",NA,"http://www.archivespsy.com/","GAAEX","01/01/2015",NA
"Archives of Neuropsychiatry (1 sources)","Turquie","","Presse","Bimestriel ou trimestriel","Anglais","29760","Publishes research articles about psychiatry, neurology, neurosurgery, neuroscience and clinical psychology, as well as reviews, editorial views, letters to the editor and case reports. Also includes articles on the history of neurology and psychiatry and other scientists and clinicians working in related fields.","https://www.noropsikiyatriarsivi.com/en_amac","GAAEY","01/06/2015",NA
"Archives of Pathology and Laboratory Medicine (1 sources)","États-Unis","Illinois","Presse","Mensuel ou bimensuel","Anglais","12026","The Archives of Pathology and Laboratory Medicine is published monthly by the College of American Pathologists, and is an official publication of the College of American Pathologists.","https://meridian.allenpress.com/aplm","QAADX","01/01/2007",NA
"Archives of Pharmacy Practice (1 sources)","Malaisie","","Presse","Bimestriel ou trimestriel","Anglais","29761","Provides information for professionals from disciplines of pharmaceutics, pharmacy practice, medical research, medical and pharmacy educators, public health professional, other allied health professionals and community stakeholders","http://www.archivepp.com/","GAAEZ","01/01/2015",NA
"Archives of Rheumatology (1 sources)","Turquie","","Presse","Bimestriel ou trimestriel","Anglais","31403","Provides information on rheumatology and disorders of connective tissue.","https://www.archivesofrheumatology.org/","GTABZ","01/03/2014",NA
"Archivos de Ciencias de la Educación (1 sources)","Argentine","","Presse","Semestriel","Espagnol","29762",NA,"https://www.archivosdeciencias.fahce.unlp.edu.ar/","GAAFA","01/01/2015",NA
"Archivos de Medicina (Universidad de Manizales) (1 sources)","Colombie","","Presse","Semestriel","Espagnol","46337",NA,"http://revistasum.umanizales.edu.co/ojs/index.php/archivosmedicina","GABBE","01/01/2013",NA
"ArcInfo (site web réf.) (1 sources)","Suisse","","Presse","En continu","Français","50766",NA,"https://www.arcinfo.ch/","WAAIV","24/04/2024",NA
"Arctic (1 sources)","Canada","Alberta","Presse","Bimestriel ou trimestriel","Anglais","29763","Scholarly journal on North American and circumpolar Arctic studies. Aims to preserve and disseminate information on the physical, environmental, and social conditions in the North.","http://arctic.ucalgary.ca/arctic-journal","GAAFB","01/03/2015",NA
"Area Abierta (1 sources)","Espagne","","Presse","Bimestriel ou trimestriel","Espagnol","29764",NA,"https://revistas.ucm.es/index.php/ARAB","GAAFC","01/03/2015",NA
"Arena, La (sitio web ref.) (1 sources)","Argentine","","Presse","En continu","Espagnol","5209",NA,"http://www.laarena.com.ar/","IARE","24/04/2024",NA
"Areté (1 sources)","Pérou","","Presse","Semestriel","Espagnol","29765",NA,"http://revistas.pucp.edu.pe/index.php/arete","GAAFD","01/01/2015",NA
"Argent et Patrimoine (1 sources)","France","Ile-de-France","Presse","Bimestriel ou trimestriel","Français","6427","A magazine that goes beyond the current market news, Argent et Patrimoine is a quarterly guide dedicated to market trends. All aspects of management are discussed: real estate, stock market, taxes, life insurance, retirement and estate planning. It offers investment plans and advice for efficient wealth management and money matters.","http://www.lafontpresse.fr/","LAR","05/01/2012","05/01/2012"
"Argumentation and Advocacy (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","29766","A peer-reviewed journal devoted to advancing the study of argumentation. Publishes critical and theoretical articles in the areas of argumentation theory, public argument, critical and cultural perspectives.","http://www.americanforensicsassoc.org/argumentation-and-advocacy/","GAAFE","01/01/2015",NA
"Argus de l'assurance, L' (1 sources)","France","","Presse","Hebdomadaire","Français","4985","Every week, L'Argus de l'Assurance provides economic news from all aspects of the many insurance sectors, including business strategies, market growth, consumer trends, new products, legal developments, impact of new technologies, comparison of expertise, innovative organizations, activities of directors and others. Content available at 8am.","http://www.argusdelassurance.com/","GIA","27/08/2009","22/10/2010"
"Argus de l'assurance, L' (site web) (1 sources)","France","","Presse","En continu","Français","3830","L'Argus de l'Assurance (site web) is the internet complement to the weekly L'Argus de L'Assurance.","https://www.argusdelassurance.com/","GAAB","03/08/2009",NA
"Argus-Courier (Petaluma, CA) (web site ref.) (1 sources)","États-Unis","Californie","Presse","Irrégulier","Anglais","44804","The Petaluma Argus-Courier is an award-winning weekly newspaper committed to excellence in community journalism. The roots of the Argus-Courier go back to 1855 - three years before Petaluma was incorporated as a city. The Argus-Courier staff is committed to providing its readers with high-quality, comprehensive coverage of Petaluma. That includes hard-hitting news about local government, schools, police and fire, thorough coverage of local sports, and compelling features about Petaluma residents, its thriving entertainment scene, and community organizations.","http://www.petaluma360.com/","WAAEP","04/06/2024",NA
"Argus-Press, The (Owosso, MI) (web site ref.) (1 sources)","États-Unis","Michigan","Presse","Irrégulier","Anglais","44805",NA,"http://www.argus-press.com/","WAAEQ","24/04/2024",NA
"ARIEL (1 sources)","Canada","Alberta","Presse","Bimestriel ou trimestriel","Anglais","29767","Provides a review of international English literature.","https://journalhosting.ucalgary.ca/index.php/ariel","GAAFF","01/07/2015",NA
"Arizona Capitol Times (web site ref.) (1 sources)","États-Unis","Arizona","Presse","Irrégulier","Anglais","44806","The Arizona Capitol Times is your inside track to Arizona politics & political news, covering elections, the governor, legislature, courts, agencies & campaigns in print and online.","https://azcapitoltimes.com/","WAAER","24/04/2024",NA
"Arizona Daily Star (web site ref.) (1 sources)","États-Unis","Arizona","Presse","En continu","Anglais","42895",NA,"https://tucson.com/","WAACX","24/04/2024",NA
"Arizona Daily Sun, The (Flagstaff) (web site ref.) (1 sources)","États-Unis","Arizona","Presse","Irrégulier","Anglais","44807","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.azdailysun.com/","WAAET","24/04/2024",NA
"Arizona Nurse (1 sources)","États-Unis","Arizona","Presse","Bimestriel ou trimestriel","Anglais","29768","Covers the nursing profession in Arizona.","https://www.aznurse.org/page/AA08","GAAFG","01/02/2015",NA
"Arizona Public Media (web site ref.) (1 sources)","États-Unis","Arizona","Presse","En continu","Anglais","39755",NA,"https://www.azpm.org/","WAACQ","24/04/2024",NA
"Arizona Silver Belt (web site ref.) (1 sources)","États-Unis","Arizona","Presse","Irrégulier","Anglais","39845",NA,"https://silverbelt.com/","WAACR","27/06/2024",NA
"Arkansas Business (1 sources)","États-Unis","Arkansas","Presse","Hebdomadaire","Anglais","11482","Business magazine on the Arkansas business community, covering people and recent news events statewide.","http://www.arkansasbusiness.com/","QAACN","05/01/2004",NA
"Arkansas Times (web site ref.) (1 sources)","États-Unis","Arkansas","Presse","Irrégulier","Anglais","44843","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.arktimes.com/","WAAGI","24/04/2024",NA
"Arkansas Traveler, The (University of Arkansas) (web site ref.) (1 sources)","États-Unis","Arkansas","Presse","Irrégulier","Anglais","45987",NA,"http://www.uatrav.com/","WAAGJ","24/04/2024",NA
"Arkema (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","En continu","Français","27702",NA,"http://www.arkema.com/fr/","OEAAP","24/04/2024",NA
"Arlington Catholic Herald, The (VA) (web site ref.) (1 sources)","États-Unis","Virginie","Presse","Irrégulier","Anglais","44845",NA,"https://www.catholicherald.com/home/","WAAGL","24/04/2024",NA
"Arlington Times, The (WA) (web site) (1 sources)","États-Unis","Washington","Presse","En continu","Anglais","31841",NA,"https://www.arlingtontimes.com/","PXA","25/05/2017",NA
"Armada International (1 sources)","Chine","","Presse","Bimestriel ou trimestriel","Anglais","29769","A bimonthly publication focusing on issues of international defense. Reports on ground, naval, and airborne defense equipment and systems. Military and trade interests.","https://armadainternational.com/","GAAFH","01/02/2015",NA
"Armed Forces Comptroller (1 sources)","États-Unis","Virginie","Presse","Bimestriel ou trimestriel","Anglais","29770","A quarterly journal on military financial management for members of the American Society of Military Comptrollers. Articles are received from academia, government, and the membership, and are reviewed by the editorial staff.","https://asmconline.org/membership/chapters/chapter-management/chapter-handbook/armed-forces-comptroller/","GAAFI","01/01/2015",NA
"Armées (site web réf.) (1 sources)","France","","Presse","Irrégulier","Français","61620",NA,"https://armees.com/","WAAJV","24/04/2024",NA
"ArMen (1 sources)","France","Bretagne","Presse","Bimestriel ou trimestriel","Français","40027","This magazine is dedicated to Brittany and the Celtic nations and offers articles and interviews around the themes of history, culture, heritage and traditions.","https://armen.bzh/","FIA","11/01/2019","11/01/2019"
"ArmInfo (1 sources)","Arménie","","Presse","Quotidien","Anglais","10181","ArmInfo News Agency is one of the key independent providers of news, as well as analysis, rankings and ratings on Armenian business and sectors, for the local and international political and business information.","https://arminfo.info/","SARP","03/11/2012",NA
"Arms Control Today (1 sources)","États-Unis","District de Columbia","Presse","Mensuel ou bimensuel","Anglais","10860","Arms Control Today provide citizens, decision-makers, scholars, and the press with information on nuclear, chemical, biological, and conventional weapons and strategies to reduce the dangers they pose.","http://www.armscontrol.org/aca/433","QAABF","01/01/2015",NA
"Army Chemical Review (1 sources)","États-Unis","Missouri","Presse","Semestriel","Anglais","20453","Presents professional information about the Chemical Corps functions related to nuclear, biological, chemical, smoke, flame field expedients, and NBC reconnaissance in combat support.","https://www.dvidshub.net/publication/517/army-chemical-review","QCAFH","01/04/2004",NA
"Army Communicator (1 sources)","États-Unis","","Presse","Bimestriel ou trimestriel","Anglais","29771","Magazine providing information technology to the Signal Regiment and industry partners, allied signal services, other U.S. armed forces, ROTC and JROTC cadets.","https://cybercoe.army.mil/AC/","GAAFJ","22/03/2015",NA
"Army Sustainment (1 sources)","États-Unis","District de Columbia","Presse","Bimestriel ou trimestriel","Anglais","11484","Publish information on Army and Department of Defense sustainability plans, programs, policies, operations, procedures, and doctrine for the benefit of all Army personnel.","https://alu.army.mil/alog/","QAACP","01/09/2009",NA
"Arnprior Chronicle-Guide (ON) (1 sources)","Canada","Ontario","Presse","Hebdomadaire","Anglais","42970","The Arnprior Chronicle is a newspaper serving the communities of Arnprior Town, Braeside and White Lake, Ontario.","https://www.insideottawavalley.com/arnprior-on/","IAI","04/04/2019","14/02/2019"
"Arnprior Chronicle-Guide (ON) (web site) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","38872","The Arnprior Chronicle is a newspaper serving the communities of Arnprior Town, Braeside and White Lake, Ontario.","https://www.insideottawavalley.com/arnprior-on/","TMAE","11/07/2013",NA
"Arômes Ingrédients Additifs (1 sources)","France","","Presse","Bimestriel ou trimestriel","Français","1063","Arômes Ingrédients Additifs is a bimonthly for professionals in the agri-food industry. It is a specialized and very technical magazine, devoted exclusively to ingredients, flavouring, additives and their use in the industry.","http://www.cosmedias.fr/dl_1_1.php?titre=1","HB","01/06/2005",NA
"AROQ's Global Market Review Series (Reports) (1 sources)","Royaume-Uni","Midlands de l'Ouest","Études et rapports","Irrégulier","Anglais","29772","Reports on various products provide vital information to ensure competitive advantage.",NA,"GAAFK","01/01/2015",NA
"Arquetipo (1 sources)","Colombie","","Presse","Semestriel","Espagnol","29773",NA,"http://biblioteca.ucp.edu.co/OJS/index.php/arquetipo","GAAFL","01/01/2015",NA
"Arrow Lakes News (Nakusp, BC) (1 sources)","Canada","Colombie-Britannique","Presse","Hebdomadaire","Anglais","46232","The Arrow Lakes News was founded in June, 1922 by Frank S. Rouleau. The newspaper is based in the forestry community of Nakusp, but its coverage extends to the surrounding hamlets and villages of Burton, Arrow Park, Fauquier, Edgewood, New Denver, Silverton and Trout Lake.","https://www.arrowlakesnews.com/","HZQ","27/06/2019","27/06/2019"
"Arrow Lakes News (Nakusp, BC) (web site) (1 sources)","Canada","Colombie-Britannique","Presse","En continu","Anglais","2221","The Arrow Lakes News was founded in June, 1922 by Frank S. Rouleau. The newspaper is based in the forestry community of Nakusp, but its coverage extends to the surrounding hamlets and villages of Burton, Arrow Park, Fauquier, Edgewood, New Denver, Silverton and Trout Lake.","http://www.arrowlakesnews.com/","PAR","08/04/2008",NA
"Arrows For Change (1 sources)","Malaisie","","Presse","Bimestriel ou trimestriel","Anglais","29774","A bulletin that addresses wome.'s and gender perspectives in health policies and programs in the Asia-Pacific region. Published for decision-makers and program managers in health, population, family planning and women's organizations,","https://arrow.org.my/publication/afc-disability-srhr/","GAAFM","01/03/2015",NA
"ARSC Journal (1 sources)","États-Unis","","Presse","Semestriel","Anglais","29775","Covers the history of sound recording and includes original articles on many aspects of research and preservation: biography, cataloging, copyright law, current research, discography and technical aspects of sound restoration.","http://www.arsc-audio.org/journal.html","GAAFN","22/03/2015",NA
"Art and Christianity (1 sources)","Royaume-Uni","Grand Londres","Presse","Bimestriel ou trimestriel","Anglais","29776","Features, exhibition and book reviews, news and comments on the latest from the interface between art and religious faith.","https://www.artandchristianity.org/","GAAFO","22/03/2015",NA
"Art Antiquity and Law (1 sources)","Royaume-Uni","Pays de Galles","Presse","Bimestriel ou trimestriel","Anglais","29777","Provides information for those who work in art and antiquity about the law governing their activities and the policies behind the law, including new legislation, case-law, public documents and official initiatives.","https://ial.uk.com/publications/art-antiquity-and-law/","GAAFP","01/04/2015",NA
"Art Business News (1 sources)","États-Unis","","Presse","Mensuel ou bimensuel","Anglais","29778","Trade magazine covering emerging trends driving the fine-art market.","http://www.artbusinessnews.com/","GAAFQ","22/03/2015",NA
"Art Culinaire (1 sources)","États-Unis","New Jersey","Presse","Bimestriel ou trimestriel","Anglais","29779","Hard-cover magazine on culinary topics.","https://www.artculinairemagazine.com/","GAAFR","22/03/2015",NA
"Art du Cinema, L' (1 sources)","France","Ile-de-France","Presse","Semestriel","Français","57002","L'Art du cinéma is a French publication founded in 1993 by Alain Badiou and Denis Lévy. Published twice a year, it is essentially devoted to film studies.","http://www.artcinema.org/","GAAHX","22/09/2013",NA
"Art Inquiries (1 sources)","États-Unis","Delaware","Presse","Annuel","Anglais","39656",NA,"https://secacart.org/page/ArtInquiries","GABBA","01/01/2016",NA
"Art Media Agency (english) (1 sources)","France","Ile-de-France","Presse","En continu","Anglais","21298","Art Media Agency (AMA) is an international news agency, focused on the art market. It contains almost 30,000 articles and covering all aspects of the art world: galleries, auction houses, fairs, foundations, museums, artists, insurance, shipping, and cultural policy.","http://en.artmediaagency.com/","ARE","06/01/2010",NA
"Art Media Agency (français) (1 sources)","France","Ile-de-France","Presse","En continu","Français","21299","Art Media Agency (AMA) is an international news agency, focused on the art market. It contains almost 30,000 articles and covering all aspects of the art world: galleries, auction houses, fairs, foundations, museums, artists, insurance, shipping, and cultural policy.","http://fr.artmediaagency.com/","ARF","11/06/2010",NA
"Art Monthly (1 sources)","Royaume-Uni","","Presse","Mensuel ou bimensuel","Anglais","58859",NA,"http://www.artmonthly.co.uk/","GAAIB","01/02/2006",NA
"Art Newspaper, The (web site ref.) (1 sources)","Royaume-Uni","Grand Londres","Presse","En continu","Anglais","9675",NA,"http://www.theartnewspaper.com/","IARN","24/04/2024",NA
"Art of Doing Stuff, The (blog ref.) (1 sources)","Canada","Ontario","Médias sociaux","Irrégulier","Anglais","36641",NA,"http://www.theartofdoingstuff.com/","WAABY","27/04/2024",NA
"Artforum International (1 sources)","États-Unis","New York","Presse","Bimestriel ou trimestriel","Anglais","29780","An international contemporary art magazine covering sculpture, painting, mixed media, and installation works, as well as architecture, music, and popular culture. Includes artist interviews and reviews of individual artists and/or galleries.","https://www.artforum.com/","GAAFS","01/01/2015",NA
"Arthur Enterprise News (ON) (1 sources)","Canada","Ontario","Presse","Hebdomadaire","Anglais","5998","Arthur Enterprise News is a newspaper in Arthur, Ontario, Canada covering local news, sports, business, jobs, and community events.","https://www.southwesternontario.ca/arthur-on/","IAE","04/04/2019","14/02/2019"
"Arthur Enterprise News (ON) (web site) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","38873","Arthur Enterprise News is a newspaper in Ontario, Canada covering local news, sports, business, jobs, and community events.","https://www.southwesternontario.ca/arthur-on/","TMAF","04/02/2010",NA
"Arts and Activities (1 sources)","États-Unis","Californie","Presse","Mensuel ou bimensuel","Anglais","11487","Publishes articles dealing with the theory and practice of art education at the elementary and secondary levels, as well as teacher education and related issues. Reviews useful products, materials and supplies.","http://artsandactivities.com/","QAACS","01/01/2015",NA
"Arutz Sheva (web site ref.) (1 sources)","Israël","","Presse","Irrégulier","Anglais","44846","Arutz Sheva is a multi-lingual Israeli news outlet offering 24/7 coverage of news from Israel, the wider Middle East and the Jewish Diaspora.","http://www.israelnationalnews.com/","WAAGM","24/04/2024",NA
"Asbury Park Press (NJ) (web site ref.) (1 sources)","États-Unis","New Jersey","Presse","Irrégulier","Anglais","44847","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.app.com/","WAAGN","24/04/2024",NA
"Asharq Al-Awsat (1 sources)","Royaume-Uni","Grand Londres","Presse","Quotidien","Anglais","6474","Launched in 1978 from London, Asharq Alawsat is a leading Arabic newspaper. It's covers regional politics, social issues, economic and business news, as well as sports and entertainment.","https://english.aawsat.com/","SASH","18/05/2017",NA
"Ashcroft Cache Creek Journal, The (BC) (1 sources)","Canada","Colombie-Britannique","Presse","Hebdomadaire","Anglais","46629","Founded in 1895, as the BC Mining Journal. The Ashcroft Journal serves the Interior communities of Lytton, Spences Bridge, Logan Lake, Ashcroft, Cache Creek, Clinton, Walhachin and Savona, every Tuesday.","https://www.ashcroftcachecreekjournal.com/","PPI","05/09/2019","05/09/2019"
"Ashcroft Cache Creek Journal, The (BC) (web site) (1 sources)","Canada","Colombie-Britannique","Presse","Irrégulier","Anglais","2223","Web site of The Ashcroft Journal. It is one of British Columbia's oldest, continuously operating weekly newspapers; Founded in 1895, as the BC Mining Journal. The Ashcroft Journal serves the Interior communities of Lytton, Spences Bridge, Logan Lake, Ashcroft, Cache Creek, Clinton, Walhachin and Savona.","http://www.ash-cache-journal.com/","PAS","08/04/2008",NA
"Ashe Post & Times, The (web site ref.) (1 sources)","États-Unis","Caroline du Nord","Presse","Irrégulier","Anglais","45284","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","https://www.ashepostandtimes.com/","WJAAW","24/04/2024",NA
"ASHRAE Journal (1 sources)","États-Unis","Géorgie","Presse","Mensuel ou bimensuel","Anglais","58693","Provides technical and application type articles dealing with air conditioning and ventilating systems, heating and refrigeration systems and components.","https://www.ashrae.org/resources--publications/periodicals/ashrae-journal","GABAR","01/12/2006",NA
"ASHRAE Transactions (1 sources)","États-Unis","Géorgie","Presse","Semestriel","Anglais","29781","Provides technical and application type articles dealing with air conditioning and ventilating systems, heating and refrigeration systems and components.","https://www.ashrae.org/technical-resources/ashrae-transactions","GAAFT","01/01/2015",NA
"Asia Corporate News Newswire (1 sources)","Japon","","Presse","Quotidien","Anglais","18769","ACN Newswire is a full text corporate press release service run by the Asian Corporate News Network, serving corporations across the Asian region.",NA,"FASW","23/01/2008",NA
"Asia Image (1 sources)","Singapour","","Presse","Bimestriel ou trimestriel","Anglais","29782","Covers the broadcast, independent production and post production industries.","https://ai.onscreenasia.com/","GAAFU","01/05/2015",NA
"Asia Times (web site ref.) (1 sources)","Chine","","Presse","En continu","Anglais","1259",NA,"https://asiatimes.com/","CAT","24/04/2024",NA
"Asia Times (web site) (1 sources)","Chine","","Presse","En continu","Anglais","55329","This source requires a subscription.","https://asiatimes.com/","LUAS","07/01/2021",NA
